transaction_text,amount,amount_log,amount_bucket,payment_method,transaction_type,category
Local Wine & Beer Shop UPI/DR/738021964/Local Wine & Beer Shop,783.87,6.6655180989728295,Medium,Upi,Debit,Food
Street Food Vendor UPI/DR/162959284/Street Food Vendor,59.25,4.098502572370764,Small,Upi,Debit,Other
Swiggy UPI/Swiggy,767.41,6.644323444864899,Medium,Upi,Debit,Food
BSNL Net Banking BSNL,7761.25,8.957027519603944,Large,Net Banking,Debit,Bills
Myntra UPI/DR/476365632/Myntra,14295.35,9.567759538912266,Large,Upi,Debit,Shopping
Bakery UPI/Paytm/Bakery,1075.22,6.9812101807889775,Medium,Upi,Debit,Other
Indane Gas Auto Debit Indane Gas,5799.83,8.665756289744465,Large,Auto Debit,Debit,Bills
KFC POS Purchase KFC,1208.68,7.098111140804414,Medium,Credit Card,Debit,Food
BEST Auto Debit BEST,7601.07,8.93617585760993,Large,Auto Debit,Debit,Bills
Bakery UPI/Paytm/Bakery,87.38,4.481645699702594,Small,Upi,Debit,Other
Bakery UPI/DR/942764719/Bakery,1052.93,6.960281313233584,Medium,Upi,Debit,Other
BPCL FASTag Recharge,3402.93,8.13268592543952,Large,Upi,Debit,Fuel
Home Depot India POS Purchase Home Depot India,7257.3,8.889900920619546,Large,Debit Card,Debit,Miscellaneous
HP Gas Net Banking HP Gas,5159.51,8.548790690800836,Large,Net Banking,Debit,Bills
Nykaa POS Purchase Nykaa,2282.35,7.733398941831594,Medium,Debit Card,Debit,Shopping
Nature's Basket UPI/DR/782454310/Nature's Basket,3551.91,8.175522264993754,Large,Upi,Debit,Groceries
Flipkart POS Purchase Flipkart,3137.26,8.051423785182527,Large,Credit Card,Debit,Shopping
Mobile Repair UPI/Paytm/Mobile Repair,1173.71,7.068776587605388,Medium,Upi,Debit,Other
Street Food Vendor UPI/Paytm/Street Food Vendor,282.94,5.648762948235428,Small,Upi,Debit,Other
Amazon Prime Auto Debit Amazon Prime,448.67,6.108513980410614,Small,Auto Debit,Debit,Subscription
Municipal Water Department Net Banking Municipal Water Department,10254.73,9.235591852760873,Large,Net Banking,Debit,Bills
Flower Shop UPI/Flower Shop,716.32,6.575522045080223,Medium,Upi,Debit,Other
Zepto UPI/Zepto,1562.11,7.354432705424305,Medium,Upi,Debit,Groceries
Domino's India UPI/Domino's India,2368.46,7.770417360066589,Medium,Upi,Debit,Food
Nykaa POS Purchase Nykaa,5942.28,8.69001644850888,Large,Debit Card,Debit,Shopping
Street Vendor UPI/Paytm/Street Vendor,2159.35,7.678025524588665,Medium,Upi,Debit,Other
Reliance Fresh UPI/Reliance Fresh,3738.47,8.226699169136646,Large,Upi,Debit,Groceries
HP Gas Auto Debit HP Gas,9463.67,9.15532119774243,Large,Auto Debit,Debit,Bills
Amazon Prime UPI/Amazon Prime,221.98,5.407082081339426,Small,Upi,Debit,Entertainment
Jio Net Banking Jio,209.98,5.351763342253663,Small,Net Banking,Debit,Bills
Kirana Shop UPI/Kirana Shop,932.1,6.838512376239977,Medium,Upi,Debit,Other
DMart UPI/DMart,1390.15,7.237886022198694,Medium,Upi,Debit,Groceries
Meesho POS Purchase Meesho,1540.75,7.3406734138716025,Medium,Debit Card,Debit,Shopping
Vegetable Market UPI/Vegetable Market,256.59,5.551369173600911,Small,Upi,Debit,Other
Adani Electricity Auto Debit Adani Electricity,14059.86,9.551150329923654,Large,Auto Debit,Debit,Bills
Flipkart POS Purchase Flipkart,13346.68,9.499097865954884,Large,Debit Card,Debit,Shopping
Burger King POS Purchase Burger King,229.41,5.43986033065764,Small,Credit Card,Debit,Food
Airtel Net Banking Airtel,13048.7,9.476520423980853,Large,Net Banking,Debit,Bills
Disney+ Hotstar UPI/Paytm/Disney+ Hotstar,1761.6,7.47454527066556,Medium,Upi,Debit,Entertainment
Faasos UPI/DR/642716859/Faasos,460.2,6.133831788394904,Small,Upi,Debit,Food
Flower Shop UPI/DR/993733419/Flower Shop,1850.04,7.523502922280579,Medium,Upi,Debit,Other
Local Services UPI/DR/282232921/Local Services,730.57,6.5951929096617254,Medium,Upi,Debit,Other
Starbucks India UPI/Starbucks India,989.53,6.8982401534134095,Medium,Upi,Debit,Food
Cafe Coffee Day POS Purchase Cafe Coffee Day,723.7,6.585757776115236,Medium,Credit Card,Debit,Food
Home Depot India UPI/Paytm/Home Depot India,411.29,6.02172698523487,Small,Upi,Debit,Miscellaneous
BookMyShow POS Purchase BookMyShow,1271.03,7.148369328527608,Medium,Debit Card,Debit,Entertainment
Airtel Auto Debit Airtel,2913.23,7.977360912947191,Large,Auto Debit,Debit,Bills
DMart UPI/Paytm/DMart,3084.35,8.034420382092282,Large,Upi,Debit,Groceries
BSNL Net Banking BSNL,8875.33,9.091143462270784,Large,Net Banking,Debit,Bills
Home Depot India POS Purchase Home Depot India,537.54,6.288861774246333,Small,Debit Card,Debit,Miscellaneous
Adani Electricity Auto Debit Adani Electricity,8840.22,9.08718015515909,Large,Auto Debit,Debit,Bills
Flipkart POS Purchase Flipkart,6649.89,8.802505959281318,Large,Debit Card,Debit,Shopping
Jio Fiber NEFT Jio Fiber,7924.85,8.977884848514524,Large,Neft,Debit,Bills
ICICI Lombard Net Banking Insurance Premium ICICI Lombard,47324.79,10.764810669017963,Large,Net Banking,Debit,Insurance
Jio Net Banking Jio,8239.85,9.016858772923177,Large,Net Banking,Debit,Bills
Indane Gas Net Banking Indane Gas,5232.84,8.562900513268616,Large,Net Banking,Debit,Bills
Airtel Net Banking Airtel,2738.23,7.915432137990253,Large,Net Banking,Debit,Bills
Tata Power NEFT Tata Power,6698.01,8.809715033267267,Large,Neft,Debit,Bills
HDFC Ergo Net Banking Insurance Premium HDFC Ergo,42127.05,10.648469068594482,Large,Net Banking,Debit,Insurance
The Beer Cafe POS Purchase The Beer Cafe,2053.45,7.627763451205708,Medium,Credit Card,Debit,Food
Tata Power Net Banking Tata Power,473.69,6.162661959399002,Small,Net Banking,Debit,Bills
Income Tax Payment Net Banking Income Tax Payment,28453.93,10.256076711009598,Large,Net Banking,Debit,Bills
Jio Fiber Net Banking Jio Fiber,672.35,6.512265253896051,Medium,Net Banking,Debit,Bills
Blinkit POS Purchase Blinkit,1459.3,7.286397173046426,Medium,Credit Card,Debit,Groceries
Local Services UPI/Paytm/Local Services,693.1,6.542616042345538,Medium,Upi,Debit,Other
Reliance Fresh UPI/Reliance Fresh,3494.22,8.159151599754066,Large,Upi,Debit,Groceries
ICICI Lombard Net Banking Insurance Premium ICICI Lombard,14390.4,9.574386084933641,Large,Net Banking,Debit,Insurance
Adani Electricity Auto Debit Adani Electricity,11156.76,9.319890498943101,Large,Auto Debit,Debit,Bills
Local Wine & Beer Shop POS Purchase Local Wine & Beer Shop,2689.73,7.897567811244908,Large,Debit Card,Debit,Food
Mutual Fund SIP SIP Investment Mutual Fund SIP,15056.34,9.619620858927501,Large,Auto Debit,Debit,Investment
SBI Mutual Fund SIP Investment SBI Mutual Fund,19026.4,9.85363532457656,Large,Auto Debit,Debit,Investment
Bajaj Allianz Net Banking Insurance Premium Bajaj Allianz,41214.75,10.62657574384004,Large,Net Banking,Debit,Insurance
Faasos UPI/DR/450236225/Faasos,222.01,5.407216613504026,Small,Upi,Debit,Food
BEST Net Banking BEST,6005.62,8.700617473318646,Large,Net Banking,Debit,Bills
Employer Salary Credit NEFT Salary Credit,203265.19,12.222271679834275,Large,Imps,Credit,Salary
Tailor UPI/Tailor,1601.14,7.379095514571502,Medium,Upi,Debit,Other
Flower Shop UPI/Paytm/Flower Shop,182.11,5.210087065153623,Small,Upi,Debit,Other
Employer Salary Credit NEFT Salary Credit,43618.74,10.68326507916931,Large,Neft,Credit,Salary
The Beer Cafe POS Purchase The Beer Cafe,1820.14,7.507217957607135,Medium,Debit Card,Debit,Food
House Rent Payment Net Banking House Rent Payment,15994.19,9.680043331025164,Large,Net Banking,Debit,Rent
HDFC Ergo Net Banking Insurance Premium HDFC Ergo,12854.02,9.461489675513638,Large,Net Banking,Debit,Insurance
Income Tax Payment Auto Debit Income Tax Payment,11140.2,9.318405227608087,Large,Auto Debit,Debit,Bills
Netflix POS Purchase Netflix,1512.33,7.322067799721686,Medium,Debit Card,Debit,Entertainment
Local Services UPI/Local Services,1266.75,7.1449989546751285,Medium,Upi,Debit,Other
Home Depot India POS Purchase Home Depot India,2734.38,7.9140256448757915,Large,Credit Card,Debit,Miscellaneous
Airtel Auto Debit Airtel,10804.95,9.287852187334265,Large,Auto Debit,Debit,Bills
Starbucks India POS Purchase Starbucks India,308.61,5.735313440935549,Small,Debit Card,Debit,Food
Tailor UPI/DR/543476209/Tailor,1390.2,7.2379219630400735,Medium,Upi,Debit,Other
Starbucks India UPI/DR/640992677/Starbucks India,2791.0,7.934513463882263,Large,Upi,Debit,Food
Tata Play UPI/DR/205879779/Tata Play,802.41,6.688865168947543,Medium,Credit Card,Debit,Subscription
Indian Oil POS Purchase Indian Oil,1248.71,7.130666803380183,Medium,Credit Card,Debit,Fuel
Municipal Water Department UPI/Paytm/Municipal Water Department,2779.19,7.930274549672989,Large,Upi,Debit,Bills
Third Wave Coffee POS Purchase Third Wave Coffee,386.1,5.9586830575836025,Small,Debit Card,Debit,Food
KFC UPI/KFC,2390.94,7.779860031143883,Medium,Upi,Debit,Food
Zepto POS Purchase Zepto,3880.94,8.26409030765897,Large,Credit Card,Debit,Groceries
Nature's Basket UPI/Paytm/Nature's Basket,592.68,6.386340453661878,Small,Upi,Debit,Groceries
Amazon India POS Purchase Amazon India,3832.49,8.25153089441331,Large,Credit Card,Debit,Shopping
Pet Shop UPI/Paytm/Pet Shop,182.08,5.209923215785442,Small,Upi,Debit,Other
BigBasket UPI/BigBasket,664.95,6.50121459264704,Medium,Upi,Debit,Groceries
DMart UPI/DR/943244821/DMart,4257.56,8.356686353950003,Large,Upi,Debit,Groceries
Zomato POS Purchase Zomato,2415.4,7.790034108264586,Medium,Credit Card,Debit,Food
HP Gas NEFT HP Gas,589.38,6.380766397373727,Small,Neft,Debit,Bills
ICICI Lombard Insurance Premium ICICI Lombard,43113.79,10.671621372679908,Large,Auto Debit,Debit,Insurance
Chaayos UPI/Paytm/Chaayos,1346.65,7.206117613842021,Medium,Upi,Debit,Food
Uber POS Purchase Uber,160.69,5.085680921751723,Small,Debit Card,Debit,Miscellaneous
The Beer Cafe UPI/Paytm/The Beer Cafe,2514.56,7.830250721763791,Medium,Upi,Debit,Food
BSNL Net Banking BSNL,12007.56,9.393375007802176,Large,Net Banking,Debit,Bills
KFC POS Purchase KFC,178.98,5.192845733605802,Small,Debit Card,Debit,Food
McDonald's India POS Purchase McDonald's India,559.92,6.32957829285845,Small,Debit Card,Debit,Food
Jio Fiber Auto Debit Jio Fiber,3387.94,8.128272467112765,Large,Auto Debit,Debit,Bills
Zomato POS Purchase Zomato,2236.68,7.713194893840704,Medium,Debit Card,Debit,Food
HDFC Ergo Insurance Premium HDFC Ergo,2237.12,7.713391506737356,Medium,Auto Debit,Debit,Insurance
Amazon India POS Purchase Amazon India,9302.86,9.138184646793801,Large,Credit Card,Debit,Shopping
Netflix Auto Debit Netflix,449.72,6.110846304128063,Small,Auto Debit,Debit,Subscription
Misc Vendor UPI/DR/996437267/Misc Vendor,2036.2,7.61933159501045,Medium,Upi,Debit,Other
Amazon Prime UPI/Paytm/Amazon Prime,658.75,6.4918609753834335,Small,Upi,Debit,Subscription
Spotify UPI/Spotify,795.85,6.6806664553056425,Medium,Credit Card,Debit,Subscription
Bharat Gas UPI/DR/855309458/Bharat Gas,14136.3,9.556571973551542,Large,Upi,Debit,Bills
Adani Electricity UPI/DR/750872368/Adani Electricity,5709.74,8.650103891450962,Large,Upi,Debit,Bills
Adani Electricity Net Banking Adani Electricity,10694.3,9.277559671613982,Large,Net Banking,Debit,Bills
Ola UPI/DR/253861882/Ola,1013.9,6.9225453644547725,Medium,Upi,Debit,Miscellaneous
Local Hardware Store POS Purchase Local Hardware Store,4125.58,8.325204255734432,Large,Credit Card,Debit,Miscellaneous
Chaayos POS Purchase Chaayos,1499.38,7.3134736883401645,Medium,Debit Card,Debit,Food
Stationery Shop UPI/Paytm/Stationery Shop,416.98,6.0354335844901055,Small,Upi,Debit,Other
Flipkart POS Purchase Flipkart,5205.42,8.557647758443277,Large,Credit Card,Debit,Shopping
Zepto POS Purchase Zepto,4034.22,8.30281610214214,Large,Debit Card,Debit,Groceries
PharmEasy POS Purchase PharmEasy,2391.09,7.779922739780765,Medium,Debit Card,Debit,Miscellaneous
EMI Personal Loan Auto Debit EMI Personal Loan,21095.82,9.956877597205654,Large,Auto Debit,Debit,Bills
KFC POS Purchase KFC,1986.9,7.594834084140476,Medium,Credit Card,Debit,Food
Local Barbershop POS Purchase Local Barbershop,6944.06,8.845785894459981,Large,Debit Card,Debit,Miscellaneous
DMart POS Purchase DMart,3547.15,8.174181619875155,Large,Debit Card,Debit,Groceries
HPCL FASTag Recharge,4648.67,8.444551528321137,Large,Net Banking,Debit,Fuel
Domino's India POS Purchase Domino's India,520.82,6.257322700829729,Small,Credit Card,Debit,Food
Tata Power UPI/DR/740992546/Tata Power,13725.55,9.52708719260606,Large,Upi,Debit,Bills
BPCL UPI/Paytm/BPCL,3393.35,8.129867563635859,Large,Upi,Debit,Fuel
LIC Insurance Premium LIC,5195.11,8.555665547697275,Large,Auto Debit,Debit,Insurance
Burger King UPI/Burger King,2542.68,7.841367130384747,Medium,Upi,Debit,Food
Bharat Gas Net Banking Bharat Gas,15583.76,9.654048792660344,Large,Net Banking,Debit,Bills
Jio Net Banking Jio,11004.98,9.30619404042743,Large,Net Banking,Debit,Bills
Airtel Digital TV Auto Debit Airtel Digital TV,335.19,5.817676476332267,Small,Auto Debit,Debit,Subscription
BigBasket UPI/Paytm/BigBasket,712.97,6.570840944650131,Medium,Upi,Debit,Groceries
Tata Power Auto Debit Tata Power,15201.0,9.629182277125986,Large,Auto Debit,Debit,Bills
Unknown Merchant UPI/DR/225458204/Unknown Merchant,2117.89,7.658647645641957,Medium,Upi,Debit,Other
Municipal Water Department Net Banking Municipal Water Department,14074.55,9.552194528620984,Large,Net Banking,Debit,Bills
Swiggy POS Purchase Swiggy,1595.59,7.375625383882551,Medium,Debit Card,Debit,Food
BSNL Auto Debit BSNL,12193.0,9.408699306467762,Large,Auto Debit,Debit,Bills
BSNL Auto Debit BSNL,15355.26,9.639278487469928,Large,Auto Debit,Debit,Bills
Misc Vendor UPI/DR/476990466/Misc Vendor,1466.75,7.291485894944295,Medium,Upi,Debit,Other
Zepto UPI/Zepto,3078.99,8.032681629209103,Large,Upi,Debit,Groceries
Amazon India POS Purchase Amazon India,2357.39,7.765734461823206,Medium,Credit Card,Debit,Shopping
Ajio UPI/Paytm/Ajio,2166.53,7.681343549389363,Medium,Upi,Debit,Shopping
BEST Net Banking BEST,10980.18,9.303938177413098,Large,Net Banking,Debit,Bills
HP Gas Net Banking HP Gas,8818.81,9.084755606818693,Large,Net Banking,Debit,Bills
Credit Card Bill Payment NEFT Credit Card Bill Payment,9030.83,9.108510283686021,Large,Neft,Debit,Bills
Zepto UPI/DR/755503884/Zepto,1649.55,7.408863844684746,Medium,Upi,Debit,Groceries
EMI Home Loan Auto Debit EMI Home Loan,23931.79,10.083004764160652,Large,Auto Debit,Debit,Bills
Airtel Net Banking Airtel,342.56,5.839361768898024,Small,Net Banking,Debit,Bills
Jio Fiber Net Banking Jio Fiber,8019.34,8.989736093976921,Large,Net Banking,Debit,Bills
Bharat Gas Net Banking Bharat Gas,600.61,6.399609394837906,Small,Net Banking,Debit,Bills
Indian Oil POS Purchase Indian Oil,4668.07,8.448715187362298,Large,Debit Card,Debit,Fuel
HDFC Mutual Fund SIP Investment HDFC Mutual Fund,12454.08,9.429883850798896,Large,Auto Debit,Debit,Investment
Mutual Fund SIP UPI/Paytm/Mutual Fund SIP,9910.33,9.2014338261898,Large,Upi,Debit,Investment
Social UPI/DR/967910655/Social,2498.21,7.823729960917771,Medium,Upi,Debit,Food
Nature's Basket UPI/Nature's Basket,4388.86,8.387052614900107,Large,Upi,Debit,Groceries
Myntra POS Purchase Myntra,14370.91,9.573030886037348,Large,Credit Card,Debit,Shopping
Rapido UPI/DR/735540030/Rapido,1978.79,7.590746057457697,Medium,Upi,Debit,Miscellaneous
Employer Salary Credit NEFT Salary Credit,157900.42,11.969726193236863,Large,Neft,Credit,Salary
Employer Salary Credit NEFT Salary Credit,162222.58,11.996730786176286,Large,Neft,Credit,Salary
BookMyShow POS Purchase BookMyShow,424.42,6.053076916235504,Small,Credit Card,Debit,Entertainment
HDFC Mutual Fund SIP Investment HDFC Mutual Fund,44075.58,10.693683854609935,Large,Auto Debit,Debit,Investment
Laundry UPI/Paytm/Laundry,562.41,6.334007604663525,Small,Upi,Debit,Other
Burger King POS Purchase Burger King,273.38,5.614514006898019,Small,Credit Card,Debit,Food
House Rent Payment NEFT House Rent Payment,40743.21,10.615069022684281,Large,Neft,Debit,Rent
Blinkit UPI/Blinkit,789.86,6.67312096095243,Medium,Upi,Debit,Groceries
Indian Oil UPI/Indian Oil,1263.43,7.142376706728766,Medium,Upi,Debit,Fuel
Zepto UPI/Zepto,4351.6,8.378528646679968,Large,Upi,Debit,Groceries
BookMyShow UPI/DR/311606895/BookMyShow,1562.43,7.354637404549291,Medium,Upi,Debit,Entertainment
Myntra Cashback Myntra,2328.98,7.753614962831919,Medium,Net Banking,Credit,Shopping
House Rent Payment Net Banking House Rent Payment,25630.58,10.151580463966047,Large,Net Banking,Debit,Rent
Tata Power Auto Debit Tata Power,11286.59,9.33145917111538,Large,Auto Debit,Debit,Bills
Blinkit UPI/DR/823814870/Blinkit,1058.43,6.965486306625283,Medium,Upi,Debit,Groceries
ATM ATM Cash Withdrawal,3977.47,8.288652602258809,Large,Cash Withdrawal,Debit,Other
Jio Fiber Auto Debit Jio Fiber,4912.47,8.49973569215649,Large,Auto Debit,Debit,Bills
Swiggy UPI/DR/806272779/Swiggy,575.91,6.357686275139305,Small,Upi,Debit,Food
Tailor UPI/Tailor,1655.37,7.412383739940141,Medium,Upi,Debit,Other
Bakery UPI/Bakery,2194.38,7.694110431254537,Medium,Upi,Debit,Other
Dish TV UPI/Dish TV,767.67,6.6446617486649355,Medium,Credit Card,Debit,Subscription
Unknown Merchant UPI/Unknown Merchant,1918.47,7.559804385248647,Medium,Upi,Debit,Other
BPCL POS Purchase BPCL,3726.33,8.22344743862368,Large,Credit Card,Debit,Fuel
Bajaj Allianz Net Banking Insurance Premium Bajaj Allianz,9135.81,9.120066588210888,Large,Net Banking,Debit,Insurance
Flower Shop UPI/Flower Shop,1272.91,7.149846189994657,Medium,Upi,Debit,Other
Interest Credit Interest Credit Savings Account,1145.83,7.044756893415921,Medium,Neft,Credit,Salary
Barbeque Nation POS Purchase Barbeque Nation,1114.26,7.016842840567592,Medium,Debit Card,Debit,Food
Lakme Salon POS Purchase Lakme Salon,1064.81,6.971490352442046,Medium,Credit Card,Debit,Miscellaneous
Naturals Salon POS Purchase Naturals Salon,2422.22,7.792852513227993,Medium,Credit Card,Debit,Miscellaneous
Misc Vendor UPI/DR/134126396/Misc Vendor,1504.67,7.3169932608428,Medium,Upi,Debit,Other
Blinkit UPI/Blinkit,3983.17,8.290084288476852,Large,Upi,Debit,Groceries
LIC Insurance Premium LIC,23107.54,10.047957525158495,Large,Auto Debit,Debit,Insurance
Flower Shop UPI/DR/725464884/Flower Shop,482.69,6.181444205643758,Small,Upi,Debit,Other
BSNL Net Banking BSNL,4392.13,8.387797236071505,Large,Net Banking,Debit,Bills
Blinkit UPI/DR/689269569/Blinkit,497.17,6.210941384234568,Small,Upi,Debit,Groceries
BookMyShow UPI/BookMyShow,1602.39,7.37987541684249,Medium,Upi,Debit,Entertainment
Bakery UPI/Paytm/Bakery,2217.77,7.704708267267606,Medium,Upi,Debit,Other
Burger King UPI/Paytm/Burger King,614.71,6.422776073461411,Small,Upi,Debit,Food
Social UPI/Social,652.05,6.48165369602353,Small,Upi,Debit,Food
Zepto UPI/Zepto,4141.3,8.32900646811106,Large,Upi,Debit,Groceries
Nature's Basket UPI/Paytm/Nature's Basket,3361.68,8.120493554075843,Large,Upi,Debit,Groceries
BPCL FASTag Recharge,4130.22,8.32632804184897,Large,Net Banking,Debit,Fuel
Blinkit UPI/Blinkit,3544.86,8.173536004749282,Large,Upi,Debit,Groceries
Domino's India POS Purchase Domino's India,147.15,4.998225274019575,Small,Debit Card,Debit,Food
McDonald's India UPI/McDonald's India,2278.39,7.731663142292594,Medium,Upi,Debit,Food
Vegetable Market UPI/Vegetable Market,1241.57,7.124937094412026,Medium,Upi,Debit,Other
PharmEasy UPI/Paytm/PharmEasy,1797.53,7.494724943563699,Medium,Upi,Debit,Miscellaneous
ICICI Lombard Insurance Premium ICICI Lombard,23781.9,10.07672211402884,Large,Auto Debit,Debit,Insurance
Laundry UPI/Paytm/Laundry,2158.26,7.677520849387369,Medium,Upi,Debit,Other
EMI Home Loan Auto Debit EMI Home Loan,14446.77,9.578295356371694,Large,Auto Debit,Debit,Bills
Starbucks India UPI/Paytm/Starbucks India,1623.1,7.392709095180557,Medium,Upi,Debit,Food
Amazon India POS Purchase Amazon India,6022.92,8.703493489179063,Large,Net Banking,Debit,Shopping
Reliance Fresh POS Purchase Reliance Fresh,3258.17,8.089227840717365,Large,Credit Card,Debit,Groceries
EatClub UPI/DR/310521278/EatClub,554.04,6.319040183221439,Small,Upi,Debit,Food
Social UPI/Social,717.2,6.576748081791982,Medium,Upi,Debit,Food
Airtel Digital TV UPI/DR/266211829/Airtel Digital TV,585.93,6.374905562291304,Small,Upi,Debit,Subscription
Rapido UPI/DR/627317852/Rapido,2866.17,7.961080759556229,Large,Upi,Debit,Miscellaneous
KFC POS Purchase KFC,1286.02,7.160084747490922,Medium,Credit Card,Debit,Food
Chaayos UPI/Chaayos,1431.43,7.2671275817753855,Medium,Upi,Debit,Food
ICICI Lombard Insurance Premium ICICI Lombard,34057.66,10.435839611105697,Large,Auto Debit,Debit,Insurance
BSNL NEFT BSNL,6348.7,8.756162846676212,Large,Neft,Debit,Bills
Tata Power Auto Debit Tata Power,8154.99,9.006507905602373,Large,Auto Debit,Debit,Bills
