merchant,amount,category
BPCL,3348.6,Fuel
McDonald's India,266.47,Food
Airtel,14793.24,Bills
DMart,4723.27,Groceries
Income Tax Payment,12518.94,Bills
HP Gas,10307.54,Bills
Third Wave Coffee,1373.3,Food
Myntra,10767.05,Shopping
Bharat Gas,10838.32,Bills
Meesho,4800.12,Shopping
BigBasket,1588.56,Groceries
The Beer Cafe,2165.76,Food
BigBasket,1519.85,Groceries
Blinkit,1754.78,Groceries
HPCL,4062.76,Fuel
IRCTC,582.47,Miscellaneous
Ajio,8972.56,Shopping
Myntra,1276.18,Shopping
Local Services,1146.78,Other
ATM,2506.56,Other
Social,1130.67,Food
ATM,1531.63,Other
BigBasket,2800.93,Groceries
Airtel Digital TV,642.26,Subscription
Apollo Pharmacy,10764.6,Miscellaneous
ICICI Lombard,32766.66,Insurance
The Beer Cafe,1365.03,Food
BookMyShow,1116.29,Entertainment
Local Wine & Beer Shop,901.77,Food
Chaayos,2796.16,Food
Local Wine & Beer Shop,754.34,Food
Zomato,1119.63,Food
Jio Fiber,7415.59,Bills
Bakery,1304.54,Other
Municipal Water Department,2416.1,Bills
Misc Vendor,1135.35,Other
IRCTC,2333.04,Miscellaneous
The Beer Cafe,1272.52,Food
Airtel Digital TV,814.61,Subscription
Starbucks India,2745.88,Food
Starbucks India,1433.53,Food
Local Services,978.62,Other
HP Gas,14001.69,Bills
Meesho,12816.97,Shopping
Indane Gas,1332.74,Bills
HP Gas,2688.45,Bills
Indane Gas,661.9,Bills
Credit Card Bill Payment,12577.29,Bills
Indian Oil,2801.77,Fuel
Income Tax Payment,15481.31,Bills
Airtel,11580.49,Bills
BSNL,14173.7,Bills
Domino's India,1065.24,Food
HP Gas,536.6,Bills
Domino's India,432.29,Food
EMI Personal Loan,15284.89,Bills
Airtel,8103.17,Bills
Jio Fiber,8066.54,Bills
BEST,14000.2,Bills
Adani Electricity,10475.49,Bills
BEST,2104.5,Bills
Jio,10280.48,Bills
Indane Gas,15638.33,Bills
Credit Card Bill Payment,8074.38,Bills
Municipal Water Department,10187.41,Bills
Tea Stall,118.91,Other
Amazon India,1472.61,Shopping
Reliance Fresh,1555.03,Groceries
ICICI Prudential MF,38587.72,Investment
Tata Power,673.11,Bills
Tata Power,13059.01,Bills
Reliance Fresh,2525.32,Groceries
DMart,3638.14,Groceries
HDFC Mutual Fund,39760.57,Investment
Employer Salary Credit,156886.81,Salary
Bajaj Allianz,33215.63,Insurance
Nature's Basket,2954.75,Groceries
House Rent Payment,24721.6,Rent
Employer Salary Credit,141025.68,Salary
Reliance Fresh,3157.15,Groceries
Indane Gas,14064.56,Bills
Employer Salary Credit,140146.77,Salary
BPCL,594.64,Fuel
Employer Salary Credit,90145.28,Salary
Ajio,10666.52,Shopping
Amazon India,7977.35,Shopping
Mobile Repair,441.3,Other
Income Tax Payment,36437.67,Bills
Indian Oil,4038.61,Fuel
Tata Play,776.79,Subscription
Nature's Basket,2330.14,Groceries
HPCL,2053.68,Fuel
BigBasket,708.53,Groceries
Unknown Merchant,881.98,Other
Adani Electricity,3920.72,Bills
Uber,785.96,Miscellaneous
Social,2164.07,Food
The Beer Cafe,996.34,Food
Flipkart,13168.32,Shopping
Nykaa,11553.39,Shopping
Third Wave Coffee,1934.16,Food
Zepto,4370.68,Groceries
Unknown Merchant,54.09,Other
Disney+ Hotstar,1926.21,Entertainment
EMI Home Loan,17304.42,Bills
Amazon India,3174.91,Shopping
Starbucks India,2847.48,Food
Myntra,2045.6,Shopping
Kirana Shop,1310.01,Other
Reliance Fresh,2173.72,Groceries
Cafe Coffee Day,643.21,Food
McDonald's India,1660.47,Food
Cafe Coffee Day,1491.29,Food
Zepto,2558.76,Groceries
BPCL,1576.01,Fuel
Ajio,6584.2,Shopping
Domino's India,1077.39,Food
HPCL,2356.73,Fuel
Cafe Coffee Day,1706.39,Food
Indian Oil,3621.16,Fuel
BookMyShow,221.82,Entertainment
KFC,1184.38,Food
Barbeque Nation,947.29,Food
Reliance Fresh,1817.9,Groceries
Blinkit,2236.2,Groceries
Local Hardware Store,7065.06,Miscellaneous
Bakery,2033.19,Other
Swiggy,830.8,Food
Airtel Digital TV,259.25,Subscription
Local Hardware Store,1940.01,Miscellaneous
Jio,13667.16,Bills
EMI Personal Loan,14348.96,Bills
EMI Home Loan,23759.55,Bills
BSNL,2693.84,Bills
Tata Power,9699.8,Bills
Bajaj Allianz,11780.79,Insurance
The Beer Cafe,1146.95,Food
BEST,555.5,Bills
Jio Fiber,12584.42,Bills
BSNL,3478.24,Bills
BPCL,3533.81,Fuel
Municipal Water Department,9595.41,Bills
EMI Personal Loan,19249.14,Bills
Spotify,723.16,Subscription
Indane Gas,582.19,Bills
Home Depot India,2612.97,Miscellaneous
Domino's India,2908.9,Food
Indane Gas,3242.18,Bills
EMI Home Loan,16720.27,Bills
EMI Home Loan,3806.77,Bills
Jio Fiber,4860.59,Bills
Home Depot India,5863.78,Miscellaneous
Indane Gas,5715.89,Bills
BEST,12050.08,Bills
HP Gas,10727.93,Bills
BSNL,13064.57,Bills
Credit Card Bill Payment,694.05,Bills
BPCL,3726.21,Fuel
Ajio,14174.6,Shopping
Amazon India,13099.12,Shopping
Employer Salary Credit,188574.21,Salary
Myntra,2199.46,Shopping
Airtel,5916.49,Bills
House Rent Payment,47459.69,Rent
Employer Salary Credit,225266.29,Salary
Indian Oil,3717.17,Fuel
Bharat Gas,9037.3,Bills
Blinkit,1636.09,Groceries
Airtel,15584.6,Bills
HP Gas,9504.05,Bills
Amazon Prime,1214.2,Entertainment
Bharat Gas,6946.12,Bills
EMI Personal Loan,6916.79,Bills
Starbucks India,1831.52,Food
HPCL,1170.42,Fuel
Local Services,973.2,Other
Local Services,599.61,Other
Cafe Coffee Day,789.1,Food
Barbeque Nation,1450.22,Food
Chaayos,2035.14,Food
Rapido,1438.37,Miscellaneous
Zomato,1582.98,Food
Lakme Salon,582.92,Miscellaneous
Kirana Shop,2059.61,Other
Reliance Fresh,3989.58,Groceries
Cafe Coffee Day,1673.02,Food
Street Food Vendor,236.18,Other
Third Wave Coffee,2200.39,Food
Myntra,14695.23,Shopping
Jio Fiber,1626.81,Bills
BSNL,12332.43,Bills
EMI Home Loan,24196.98,Bills
EatClub,878.19,Food
Meesho,10731.0,Shopping
Indian Oil,1086.41,Fuel
EatClub,1784.26,Food
BSNL,2544.79,Bills
DMart,1513.75,Groceries
Ace Hardware India,2869.38,Miscellaneous
Credit Card Bill Payment,380.37,Bills
BEST,9239.52,Bills
Starbucks India,1303.46,Food
Uber,1311.85,Miscellaneous
Nature's Basket,959.53,Groceries
Ace Hardware India,6201.61,Miscellaneous
Local Services,401.67,Other
HP Gas,7677.62,Bills
Adani Electricity,3890.06,Bills
Municipal Water Department,576.28,Bills
ICICI Lombard,10905.22,Insurance
Airtel,4627.88,Bills
Credit Card Bill Payment,10943.49,Bills
Netflix,1722.3,Entertainment
Domino's India,1060.58,Food
Tata Power,756.77,Bills
Bharat Gas,5434.32,Bills
The Beer Cafe,1427.22,Food
Jio Fiber,4237.23,Bills
EMI Home Loan,19660.23,Bills
Airtel,2938.9,Bills
Zepto,1042.39,Groceries
HP Gas,2381.98,Bills
BSNL,3789.23,Bills
Jio Fiber,6774.11,Bills
Apollo Pharmacy,2596.12,Miscellaneous
HP Gas,10669.99,Bills
BSNL,8072.74,Bills
BEST,513.51,Bills
Indane Gas,3977.81,Bills
Flower Shop,344.57,Other
Nature's Basket,4239.68,Groceries
Jio Fiber,13347.43,Bills
Nykaa,3072.72,Shopping
Tata Power,4492.21,Bills
General Store,1775.05,Other
Airtel,13076.9,Bills
Meesho,3028.31,Shopping
Spotify,494.09,Subscription
Local Wine & Beer Shop,1969.25,Food
Faasos,2681.54,Food
House Rent Payment,24955.79,Rent
Stationery Shop,1200.52,Other
Social,2886.76,Food
Indian Oil,2758.41,Fuel
Indane Gas,8729.14,Bills
Employer Salary Credit,141643.43,Salary
HDFC Mutual Fund,5409.32,Investment
Domino's India,2274.89,Food
HP Gas,7866.53,Bills
Airtel Digital TV,353.84,Subscription
Mutual Fund SIP,35059.0,Investment
Barbeque Nation,2902.26,Food
Employer Salary Credit,38976.83,Salary
House Rent Payment,42290.22,Rent
Jio Fiber,531.88,Bills
Flipkart,8574.74,Shopping
EatClub,487.2,Food
Faasos,171.55,Food
Starbucks India,2601.03,Food
Indane Gas,10834.39,Bills
Income Tax Payment,6311.99,Bills
Myntra,5356.13,Shopping
Burger King,199.83,Food
Meesho,4467.79,Shopping
EMI Personal Loan,23140.74,Bills
Credit Card Bill Payment,2876.47,Bills
KFC,2347.41,Food
Domino's India,313.48,Food
Airtel,1086.99,Bills
Third Wave Coffee,2119.65,Food
Ajio,10705.93,Shopping
Meesho,2185.97,Shopping
ICICI Lombard,8026.41,Insurance
Indane Gas,15215.25,Bills
Uber,925.93,Miscellaneous
Interest Credit,1891.5,Salary
Flower Shop,2142.13,Other
BPCL,4193.81,Fuel
Municipal Water Department,12354.61,Bills
IRCTC,1079.95,Miscellaneous
Ajio,9189.88,Shopping
HPCL,2979.29,Fuel
BPCL,3092.94,Fuel
Meesho,12378.24,Shopping
Tata Play,302.67,Subscription
Indian Oil,3216.23,Fuel
Flower Shop,2011.45,Other
McDonald's India,2705.36,Food
Interest Credit,1092.59,Salary
Disney+ Hotstar,484.46,Entertainment
Amazon India,13136.18,Shopping
Local Wine & Beer Shop,1249.72,Food
Apollo Pharmacy,1350.77,Miscellaneous
Cafe Coffee Day,2529.59,Food
The Beer Cafe,1223.96,Food
Social,576.49,Food
Income Tax Payment,35971.61,Bills
Zepto,1436.71,Groceries
Third Wave Coffee,2085.97,Food
Tata 1mg,12521.77,Miscellaneous
Bakery,1380.08,Other
Nature's Basket,3874.71,Groceries
General Store,802.21,Other
Starbucks India,976.43,Food
Street Vendor,913.98,Other
Zepto,504.04,Groceries
Disney+ Hotstar,610.99,Subscription
Ajio,6462.26,Shopping
Domino's India,2431.62,Food
Netflix,1990.41,Entertainment
Chaayos,1055.21,Food
Income Tax Payment,33050.87,Bills
Flipkart,4377.33,Shopping
Faasos,1672.01,Food
HPCL,4169.38,Fuel
ATM,1182.18,Other
Amazon India,2825.3,Shopping
BSNL,14631.57,Bills
BPCL,3432.01,Fuel
Airtel,12786.58,Bills
EatClub,408.84,Food
Ajio,3835.13,Shopping
Netflix,655.69,Subscription
Indian Oil,1313.67,Fuel
Kirana Shop,1127.12,Other
Bakery,641.16,Other
Blinkit,4358.67,Groceries
Jio Fiber,8267.24,Bills
Income Tax Payment,7596.47,Bills
Municipal Water Department,6597.06,Bills
Zomato,342.87,Food
Municipal Water Department,12905.02,Bills
Home Depot India,1170.69,Miscellaneous
EMI Personal Loan,8642.19,Bills
Nature's Basket,2850.43,Groceries
BEST,12692.45,Bills
Pet Shop,100.46,Other
Amazon India,1995.46,Shopping
Flipkart,497.26,Shopping
HP Gas,10523.24,Bills
Jio,1498.14,Bills
Disney+ Hotstar,293.29,Subscription
Indane Gas,5469.5,Bills
Misc Vendor,1394.8,Other
DMart,4368.21,Groceries
HP Gas,14817.74,Bills
HDFC Ergo,48355.87,Insurance
EMI Personal Loan,13581.4,Bills
Tata Power,3095.39,Bills
Bakery,147.21,Other
Netflix,623.54,Subscription
BPCL,1579.08,Fuel
Mutual Fund SIP,20762.03,Investment
ICICI Prudential MF,46386.55,Investment
Flipkart,9653.96,Shopping
HDFC Mutual Fund,33562.04,Investment
Jio Fiber,11900.19,Bills
Faasos,1055.6,Food
Local Wine & Beer Shop,1169.21,Food
KFC,2946.86,Food
Employer Salary Credit,222120.88,Salary
Nature's Basket,3235.69,Groceries
ICICI Prudential MF,38529.53,Investment
Reliance Fresh,4405.09,Groceries
Mutual Fund SIP,13353.71,Investment
EatClub,1250.0,Food
Blinkit,977.17,Groceries
HP Gas,7331.45,Bills
Indian Oil,3867.32,Fuel
Local Store,1616.88,Other
Pet Shop,1090.52,Other
BigBasket,4793.42,Groceries
Nature's Basket,4966.93,Groceries
Zepto,3205.33,Groceries
Fruit Vendor,346.29,Other
Starbucks India,2679.74,Food
Nykaa,3720.1,Shopping
EMI Home Loan,18129.88,Bills
Adani Electricity,15625.29,Bills
Starbucks India,1306.21,Food
Indian Oil,4182.5,Fuel
The Beer Cafe,1405.31,Food
KFC,1460.12,Food
Amazon India,4575.22,Shopping
Local Services,609.34,Other
Unknown Merchant,1889.59,Other
Nature's Basket,343.86,Groceries
Misc Vendor,1634.85,Other
BPCL,1926.67,Fuel
Indian Oil,2641.52,Fuel
Municipal Water Department,11156.98,Bills
Local Store,1244.61,Other
Jio,12443.16,Bills
Blinkit,3280.29,Groceries
Indane Gas,843.19,Bills
Meesho,5346.54,Shopping
Swiggy,2720.86,Food
Jio Fiber,13266.13,Bills
Ajio,3953.65,Shopping
Local Wine & Beer Shop,2445.53,Food
Bajaj Allianz,36880.21,Insurance
Reliance Fresh,468.93,Groceries
Zomato,494.55,Food
Zepto,1211.16,Groceries
Tata Play,620.56,Subscription
Indian Oil,4507.47,Fuel
EMI Home Loan,16777.16,Bills
Cafe Coffee Day,501.16,Food
Meesho,4244.2,Shopping
Tata Power,4586.01,Bills
Zomato,986.62,Food
Municipal Water Department,821.92,Bills
Faasos,1125.4,Food
PharmEasy,1377.28,Miscellaneous
BookMyShow,1052.02,Entertainment
Ajio,10338.25,Shopping
EMI Home Loan,16646.81,Bills
Tata Power,4122.24,Bills
Tata Power,5801.17,Bills
Pet Shop,519.38,Other
KFC,1783.18,Food
BEST,3473.05,Bills
EMI Personal Loan,23396.43,Bills
BPCL,4009.1,Fuel
Domino's India,2113.38,Food
HP Gas,8779.03,Bills
Municipal Water Department,15112.66,Bills
Adani Electricity,6106.02,Bills
Street Food Vendor,271.89,Other
Amazon Prime,863.68,Entertainment
EMI Home Loan,16697.87,Bills
Spotify,695.68,Subscription
Jio Fiber,13761.12,Bills
Fruit Vendor,1617.49,Other
EMI Home Loan,14957.84,Bills
Dish TV,695.69,Subscription
Indane Gas,10001.17,Bills
BPCL,819.03,Fuel
BEST,9460.08,Bills
BSNL,759.45,Bills
Faasos,810.07,Food
Jio Fiber,8128.38,Bills
DMart,3012.84,Groceries
DMart,2088.43,Groceries
SBI Mutual Fund,2485.4,Investment
BigBasket,1679.4,Groceries
DMart,740.27,Groceries
Bharat Gas,11960.91,Bills
Amazon India,12420.5,Shopping
Mutual Fund SIP,7553.53,Investment
Jio,9259.35,Bills
HPCL,3226.64,Fuel
Third Wave Coffee,526.53,Food
Third Wave Coffee,2808.16,Food
Employer Salary Credit,202071.67,Salary
Amazon Prime,432.85,Entertainment
HP Gas,7370.08,Bills
Third Wave Coffee,228.86,Food
Local Wine & Beer Shop,783.87,Food
Street Food Vendor,59.25,Other
Swiggy,767.41,Food
BSNL,7761.25,Bills
Myntra,14295.35,Shopping
Bakery,1075.22,Other
Indane Gas,5799.83,Bills
KFC,1208.68,Food
BEST,7601.07,Bills
Bakery,87.38,Other
Bakery,1052.93,Other
BPCL,3402.93,Fuel
Home Depot India,7257.3,Miscellaneous
HP Gas,5159.51,Bills
Nykaa,2282.35,Shopping
Nature's Basket,3551.91,Groceries
Flipkart,3137.26,Shopping
Mobile Repair,1173.71,Other
Street Food Vendor,282.94,Other
Amazon Prime,448.67,Subscription
Municipal Water Department,10254.73,Bills
Flower Shop,716.32,Other
Zepto,1562.11,Groceries
Domino's India,2368.46,Food
Nykaa,5942.28,Shopping
Street Vendor,2159.35,Other
Reliance Fresh,3738.47,Groceries
HP Gas,9463.67,Bills
Amazon Prime,221.98,Entertainment
Jio,209.98,Bills
Kirana Shop,932.1,Other
DMart,1390.15,Groceries
Meesho,1540.75,Shopping
Vegetable Market,256.59,Other
Adani Electricity,14059.86,Bills
Flipkart,13346.68,Shopping
Burger King,229.41,Food
Airtel,13048.7,Bills
Disney+ Hotstar,1761.6,Entertainment
Faasos,460.2,Food
Flower Shop,1850.04,Other
Local Services,730.57,Other
Starbucks India,989.53,Food
Cafe Coffee Day,723.7,Food
Home Depot India,411.29,Miscellaneous
BookMyShow,1271.03,Entertainment
Airtel,2913.23,Bills
DMart,3084.35,Groceries
BSNL,8875.33,Bills
Home Depot India,537.54,Miscellaneous
Adani Electricity,8840.22,Bills
Flipkart,6649.89,Shopping
Jio Fiber,7924.85,Bills
ICICI Lombard,47324.79,Insurance
Jio,8239.85,Bills
Indane Gas,5232.84,Bills
Airtel,2738.23,Bills
Tata Power,6698.01,Bills
HDFC Ergo,42127.05,Insurance
The Beer Cafe,2053.45,Food
Tata Power,473.69,Bills
Income Tax Payment,28453.93,Bills
Jio Fiber,672.35,Bills
Blinkit,1459.3,Groceries
Local Services,693.1,Other
Reliance Fresh,3494.22,Groceries
ICICI Lombard,14390.4,Insurance
Adani Electricity,11156.76,Bills
Local Wine & Beer Shop,2689.73,Food
Mutual Fund SIP,15056.34,Investment
SBI Mutual Fund,19026.4,Investment
Bajaj Allianz,41214.75,Insurance
Faasos,222.01,Food
BEST,6005.62,Bills
Employer Salary Credit,203265.19,Salary
Tailor,1601.14,Other
Flower Shop,182.11,Other
Employer Salary Credit,43618.74,Salary
The Beer Cafe,1820.14,Food
House Rent Payment,15994.19,Rent
HDFC Ergo,12854.02,Insurance
Income Tax Payment,11140.2,Bills
Netflix,1512.33,Entertainment
Local Services,1266.75,Other
Home Depot India,2734.38,Miscellaneous
Airtel,10804.95,Bills
Starbucks India,308.61,Food
Tailor,1390.2,Other
Starbucks India,2791.0,Food
Tata Play,802.41,Subscription
Indian Oil,1248.71,Fuel
Municipal Water Department,2779.19,Bills
Third Wave Coffee,386.1,Food
KFC,2390.94,Food
Zepto,3880.94,Groceries
Nature's Basket,592.68,Groceries
Amazon India,3832.49,Shopping
Pet Shop,182.08,Other
BigBasket,664.95,Groceries
DMart,4257.56,Groceries
Zomato,2415.4,Food
HP Gas,589.38,Bills
ICICI Lombard,43113.79,Insurance
Chaayos,1346.65,Food
Uber,160.69,Miscellaneous
The Beer Cafe,2514.56,Food
BSNL,12007.56,Bills
KFC,178.98,Food
McDonald's India,559.92,Food
Jio Fiber,3387.94,Bills
Zomato,2236.68,Food
HDFC Ergo,2237.12,Insurance
Amazon India,9302.86,Shopping
Netflix,449.72,Subscription
Misc Vendor,2036.2,Other
Amazon Prime,658.75,Subscription
Spotify,795.85,Subscription
Bharat Gas,14136.3,Bills
Adani Electricity,5709.74,Bills
Adani Electricity,10694.3,Bills
Ola,1013.9,Miscellaneous
Local Hardware Store,4125.58,Miscellaneous
Chaayos,1499.38,Food
Stationery Shop,416.98,Other
Flipkart,5205.42,Shopping
Zepto,4034.22,Groceries
PharmEasy,2391.09,Miscellaneous
EMI Personal Loan,21095.82,Bills
KFC,1986.9,Food
Local Barbershop,6944.06,Miscellaneous
DMart,3547.15,Groceries
HPCL,4648.67,Fuel
Domino's India,520.82,Food
Tata Power,13725.55,Bills
BPCL,3393.35,Fuel
LIC,5195.11,Insurance
Burger King,2542.68,Food
Bharat Gas,15583.76,Bills
Jio,11004.98,Bills
Airtel Digital TV,335.19,Subscription
BigBasket,712.97,Groceries
Tata Power,15201.0,Bills
Unknown Merchant,2117.89,Other
Municipal Water Department,14074.55,Bills
Swiggy,1595.59,Food
BSNL,12193.0,Bills
BSNL,15355.26,Bills
Misc Vendor,1466.75,Other
Zepto,3078.99,Groceries
Amazon India,2357.39,Shopping
Ajio,2166.53,Shopping
BEST,10980.18,Bills
HP Gas,8818.81,Bills
Credit Card Bill Payment,9030.83,Bills
Zepto,1649.55,Groceries
EMI Home Loan,23931.79,Bills
Airtel,342.56,Bills
Jio Fiber,8019.34,Bills
Bharat Gas,600.61,Bills
Indian Oil,4668.07,Fuel
HDFC Mutual Fund,12454.08,Investment
Mutual Fund SIP,9910.33,Investment
Social,2498.21,Food
Nature's Basket,4388.86,Groceries
Myntra,14370.91,Shopping
Rapido,1978.79,Miscellaneous
Employer Salary Credit,157900.42,Salary
Employer Salary Credit,162222.58,Salary
BookMyShow,424.42,Entertainment
HDFC Mutual Fund,44075.58,Investment
Laundry,562.41,Other
Burger King,273.38,Food
House Rent Payment,40743.21,Rent
Blinkit,789.86,Groceries
Indian Oil,1263.43,Fuel
Zepto,4351.6,Groceries
BookMyShow,1562.43,Entertainment
Myntra,2328.98,Shopping
House Rent Payment,25630.58,Rent
Tata Power,11286.59,Bills
Blinkit,1058.43,Groceries
ATM,3977.47,Other
Jio Fiber,4912.47,Bills
Swiggy,575.91,Food
Tailor,1655.37,Other
Bakery,2194.38,Other
Dish TV,767.67,Subscription
Unknown Merchant,1918.47,Other
BPCL,3726.33,Fuel
Bajaj Allianz,9135.81,Insurance
Flower Shop,1272.91,Other
Interest Credit,1145.83,Salary
Barbeque Nation,1114.26,Food
Lakme Salon,1064.81,Miscellaneous
Naturals Salon,2422.22,Miscellaneous
Misc Vendor,1504.67,Other
Blinkit,3983.17,Groceries
LIC,23107.54,Insurance
Flower Shop,482.69,Other
BSNL,4392.13,Bills
Blinkit,497.17,Groceries
BookMyShow,1602.39,Entertainment
Bakery,2217.77,Other
Burger King,614.71,Food
Social,652.05,Food
Zepto,4141.3,Groceries
Nature's Basket,3361.68,Groceries
BPCL,4130.22,Fuel
Blinkit,3544.86,Groceries
Domino's India,147.15,Food
McDonald's India,2278.39,Food
Vegetable Market,1241.57,Other
PharmEasy,1797.53,Miscellaneous
ICICI Lombard,23781.9,Insurance
Laundry,2158.26,Other
EMI Home Loan,14446.77,Bills
Starbucks India,1623.1,Food
Amazon India,6022.92,Shopping
Reliance Fresh,3258.17,Groceries
EatClub,554.04,Food
Social,717.2,Food
Airtel Digital TV,585.93,Subscription
Rapido,2866.17,Miscellaneous
KFC,1286.02,Food
Chaayos,1431.43,Food
ICICI Lombard,34057.66,Insurance
BSNL,6348.7,Bills
Tata Power,8154.99,Bills
Burger King,149.4,Food
BSNL,2228.75,Bills
Adani Electricity,13208.53,Bills
Jio Fiber,1569.78,Bills
HP Gas,12565.06,Bills
EMI Personal Loan,9827.96,Bills
Airtel,1174.95,Bills
Adani Electricity,9897.24,Bills
Jio,485.2,Bills
Jio,4021.24,Bills
Airtel,8056.26,Bills
Flipkart,13526.6,Shopping
Local Services,105.98,Other
Jio,11534.85,Bills
Airtel,2850.97,Bills
BEST,4987.32,Bills
Bakery,1666.24,Other
Netflix,282.86,Entertainment
Unknown Merchant,728.68,Other
Jio,9491.32,Bills
Amazon India,4101.56,Shopping
Zepto,1483.46,Groceries
Tata Power,9888.71,Bills
Airtel,12276.7,Bills
Burger King,336.9,Food
Airtel,9658.02,Bills
KFC,1187.11,Food
Barbeque Nation,1508.52,Food
Blinkit,857.93,Groceries
House Rent Payment,23795.53,Rent
ATM,4288.99,Other
Income Tax Payment,37355.14,Bills
House Rent Payment,16956.31,Rent
Flower Shop,1100.25,Other
ICICI Prudential MF,20924.58,Investment
Social,861.33,Food
Amazon India,8911.25,Shopping
House Rent Payment,23471.04,Rent
EMI Personal Loan,12216.36,Bills
Employer Salary Credit,46667.27,Salary
Dish TV,697.45,Subscription
House Rent Payment,19197.62,Rent
House Rent Payment,44820.94,Rent
HDFC Mutual Fund,27451.88,Investment
Indian Oil,641.99,Fuel
Amazon India,1624.86,Shopping
Employer Salary Credit,121657.37,Salary
HPCL,2472.79,Fuel
Flipkart,12833.44,Shopping
Reliance Fresh,3230.85,Groceries
DMart,971.52,Groceries
Amazon India,5786.61,Shopping
Zepto,3058.15,Groceries
Stationery Shop,2389.7,Other
Cafe Coffee Day,2529.59,Food
Indian Oil,2436.34,Fuel
The Beer Cafe,2981.74,Food
The Beer Cafe,2342.35,Food
McDonald's India,744.57,Food
Local Services,2494.88,Other
Airtel,9802.04,Bills
Zepto,3413.44,Groceries
Indian Oil,616.55,Fuel
LIC,6890.87,Insurance
Chaayos,1199.34,Food
Lakme Salon,1067.46,Miscellaneous
Ajio,4273.43,Shopping
BigBasket,2353.2,Groceries
KFC,2624.29,Food
Lakme Salon,8307.01,Miscellaneous
Faasos,1473.95,Food
Interest Credit,114.38,Salary
Home Depot India,2194.14,Miscellaneous
Jio,1522.33,Bills
Blinkit,2935.19,Groceries
Amazon Prime,1744.8,Entertainment
Cafe Coffee Day,579.34,Food
EatClub,2476.29,Food
Mobile Repair,2493.15,Other
Netflix,699.29,Entertainment
Blinkit,686.68,Groceries
Zepto,2601.23,Groceries
KFC,2182.54,Food
BEST,13060.66,Bills
Spotify,560.44,Subscription
The Beer Cafe,2290.9,Food
Airtel,6025.83,Bills
Zomato,298.67,Food
BPCL,838.09,Fuel
Dish TV,742.41,Subscription
Netflix,432.3,Subscription
Netflix,1504.99,Entertainment
DMart,2044.51,Groceries
Starbucks India,2724.47,Food
Cafe Coffee Day,2483.57,Food
EMI Home Loan,9452.79,Bills
Domino's India,2055.34,Food
HPCL,729.54,Fuel
Amazon India,4809.95,Shopping
Tata Power,1564.83,Bills
Burger King,1684.1,Food
DMart,442.82,Groceries
Reliance Fresh,4184.35,Groceries
IRCTC,206.57,Miscellaneous
BEST,6467.39,Bills
Nature's Basket,1709.73,Groceries
Income Tax Payment,38388.08,Bills
Nature's Basket,4483.66,Groceries
